Role,word,frequency,compound
reviewer,fraying,6,-0.5267
reviewer,donated,25,0.5859
reviewer,defeating,14,-0.6369
reviewer,hopeless,3,-0.6808
reviewer,noteworthiness,2,0.3818
reviewer,delicately,9,0.29600000000000004
reviewer,reprimanded,2,-0.6369
reviewer,proudly,1,0.5859
reviewer,disagreed,18,-0.3818
reviewer,reprimand,2,-0.6369
reviewer,incentive,67,0.3818
reviewer,hateful,1,-0.6808
reviewer,praiseful,1,0.5859
reviewer,donator,2,0.5859
reviewer,shun,5,-0.6369
reviewer,contender,6,0.2023
reviewer,smoothness,29,0.29600000000000004
reviewer,dislike,19,-0.5267
reviewer,crippling,1,-0.6369
reviewer,wretched,1,-0.6597
reviewer,illiterate,1,-0.6369
reviewer,overdose,6,-0.6808
reviewer,unjust,2,-0.6369
reviewer,captivity,57,-0.6369
reviewer,endure,14,0.2023
reviewer,charming,2,0.5859
reviewer,fought,4,-0.3818
reviewer,rotten,1,-0.6369
reviewer,fortunate,13,0.5859
reviewer,colorful,16,0.3818
reviewer,relapsing,11,-0.5859
reviewer,unrecoverable,1,-0.6369
reviewer,synergic,8,0.3818
reviewer,tutor,45,0.29600000000000004
reviewer,irresponsible,7,-0.6369
reviewer,pains,15,-0.5267
reviewer,unintelligible,10,-0.6369
reviewer,immortalized,99,0.5859
reviewer,mentorship,6,0.6369
reviewer,depresses,10,-0.6369
reviewer,enjoys,6,0.5859
reviewer,desensitization,107,-0.3818
reviewer,crammed,9,-0.5859
reviewer,unorthodox,22,-0.2023
reviewer,nominate,13,0.3818
reviewer,indifferent,13,-0.5267
reviewer,succumbed,13,-0.6369
reviewer,trusting,13,0.5267
reviewer,opponent,57,-0.29600000000000004
reviewer,savvy,6,0.5267
reviewer,championed,9,0.6369
reviewer,dreams,2,0.3818
reviewer,energizing,8,0.5859
reviewer,rebutted,13,-0.5267
reviewer,strive,38,0.5267
reviewer,downplay,36,-0.5267
reviewer,palpable,8,0.29600000000000004
reviewer,corpses,6,-0.6808
reviewer,winners,14,0.5859
reviewer,deteriorating,5,-0.6369
reviewer,malfunction,7,-0.5859
reviewer,marriage,21,0.29600000000000004
reviewer,threatens,4,-0.6369
reviewer,dowry,1,-0.6369
reviewer,tangled,13,-0.3818
reviewer,unwise,11,-0.5267
reviewer,duplicity,2,-0.6369
reviewer,stagnating,3,-0.5859
reviewer,diversion,29,-0.29600000000000004
reviewer,eccentricity,94,0.2023
reviewer,presage,3,-0.3818
reviewer,elite,31,0.29600000000000004
reviewer,moral,121,0.5267
reviewer,touted,7,-0.29600000000000004
reviewer,discreet,7,0.29600000000000004
reviewer,unrefined,5,-0.5859
reviewer,unfairly,13,-0.6369
reviewer,nonsensical,33,-0.5859
reviewer,indispensability,2,0.5859
reviewer,inseparable,5,0.29600000000000004
reviewer,verboten,1,-0.6369
reviewer,evokes,31,0.2023
reviewer,persuade,25,0.29600000000000004
reviewer,reclaim,2,0.3818
reviewer,homeless,12,-0.6369
reviewer,undeniable,18,0.5859
reviewer,perilously,1,-0.6369
reviewer,plagiarism,10,-0.6808
reviewer,mischaracterize,6,-0.5859
reviewer,salesmanship,1,0.29600000000000004
reviewer,clumsily,1,-0.5859
reviewer,complimented,13,0.5859
reviewer,reputation,55,0.29600000000000004
reviewer,rouse,37,0.3818
reviewer,boon,9,0.5859
reviewer,vigilante,1,-0.5267
reviewer,individualistic,3,0.29600000000000004
reviewer,misfortune,1,-0.6369
reviewer,undersell,9,-0.3818
reviewer,receptivity,10,0.3818
reviewer,offensive,12,-0.6369
reviewer,overuse,24,-0.5859
reviewer,spotless,1,0.6369
reviewer,immortal,8,0.6369
reviewer,powerfully,19,0.5859
reviewer,euthanasia,23,-0.5267
reviewer,arduous,9,-0.5859
reviewer,commercialization,25,-0.29600000000000004
reviewer,sexy,4,0.5267
reviewer,prevail,28,0.3818
reviewer,forgiving,10,0.5859
reviewer,upright,27,0.5267
reviewer,shiny,23,0.29600000000000004
reviewer,friendliness,8,0.5859
reviewer,dithering,7,-0.5859
reviewer,backer,9,0.29600000000000004
reviewer,punctual,12,0.5859
reviewer,prognostication,15,0.2023
reviewer,proclivity,7,-0.29600000000000004
reviewer,conceding,2,-0.29600000000000004
reviewer,magisterial,1,0.5859
reviewer,antiquated,6,-0.6369
reviewer,inscrutable,7,-0.5267
reviewer,diversifying,17,0.29600000000000004
reviewer,squatter,1,-0.6369
reviewer,regrow,6,0.3818
reviewer,beaten,6,-0.6369
reviewer,problematically,8,-0.5859
reviewer,ironically,19,-0.29600000000000004
reviewer,breached,3,-0.6369
reviewer,unquestionable,15,0.5859
reviewer,dares,1,-0.29600000000000004
reviewer,facilitative,25,0.3818
reviewer,talented,4,0.6369
reviewer,tact,7,0.5267
reviewer,deflation,17,-0.5859
reviewer,inefficiency,45,-0.6369
reviewer,humane,9,0.5859
reviewer,divert,13,-0.29600000000000004
reviewer,astounded,3,0.6369
reviewer,purring,33,0.5267
reviewer,rush,26,-0.29600000000000004
reviewer,gratifying,13,0.5859
reviewer,bland,15,-0.5267
reviewer,indecisive,4,-0.5859
reviewer,recommand,11,0.5859
reviewer,instigating,2,-0.5267
reviewer,dearth,22,-0.5859
reviewer,democratization,2,0.3818
reviewer,preventive,29,0.29600000000000004
reviewer,fun,28,0.5267
reviewer,eagerly,1,0.5859
reviewer,unhelpful,45,-0.5859
reviewer,stigma,58,-0.6369
reviewer,gossip,30,-0.5859
reviewer,legalized,9,-0.2023
reviewer,counseling,2,0.5267
reviewer,harassment,2,-0.6808
reviewer,scared,2,-0.5859
reviewer,devalues,2,-0.6369
reviewer,legalization,1,0.2023
reviewer,criminal,4,-0.6369
reviewer,endorses,6,0.5267
reviewer,empowerment,8,0.5859
reviewer,punitive,8,-0.6369
reviewer,deviant,11,-0.5859
reviewer,repercussions,11,-0.5267
reviewer,expose,75,-0.5267
reviewer,unlucky,13,-0.5859
reviewer,lonely,5,-0.5859
reviewer,leaked,13,-0.6369
reviewer,unbalance,11,-0.3818
reviewer,confrontation,22,-0.5859
reviewer,dove,12,0.5267
reviewer,wiser,8,0.3818
reviewer,exciter,4,0.3818
reviewer,legacies,17,0.2023
reviewer,haphazard,17,-0.5859
reviewer,cared,7,0.3818
reviewer,tempter,1,-0.5859
reviewer,esteemed,7,0.6369
reviewer,fatality,12,-0.6369
reviewer,undermining,18,-0.6369
reviewer,prodigal,3,-0.5267
reviewer,worsen,27,-0.5859
reviewer,saver,15,0.3818
reviewer,safest,7,0.5267
reviewer,explainable,46,0.3818
reviewer,conceded,8,-0.29600000000000004
reviewer,ghost,29,-0.3818
reviewer,kudos,15,0.6369
reviewer,adventure,3,0.5859
reviewer,pretends,3,-0.5267
reviewer,artless,1,-0.5267
reviewer,insistent,3,0.29600000000000004
reviewer,impenetrable,17,-0.5859
reviewer,chilled,5,-0.29600000000000004
reviewer,chill,1,0.2023
reviewer,perpetuated,12,-0.5859
reviewer,conformity,29,-0.29600000000000004
reviewer,distrusted,1,-0.6369
reviewer,esteem,3,0.5859
reviewer,disapprove,5,-0.5859
reviewer,reciprocate,11,0.3818
reviewer,liking,11,0.3818
reviewer,harmed,4,-0.6369
reviewer,benefactor,1,0.5859
reviewer,gripe,8,-0.5267
reviewer,niggle,4,-0.29600000000000004
reviewer,drown,9,-0.6369
reviewer,disputed,28,-0.3818
reviewer,shockingly,3,-0.6369
reviewer,bolsters,10,0.5267
reviewer,obscenely,1,-0.6369
reviewer,reassuringly,22,0.5267
reviewer,dissatisfying,5,-0.5859
reviewer,psychosis,36,-0.6369
reviewer,morbid,12,-0.6369
reviewer,unfulfilled,1,-0.5859
reviewer,disassociated,8,-0.3818
reviewer,honoring,1,0.6369
reviewer,estimable,4,0.5859
reviewer,honey,172,0.5267
reviewer,transcend,4,0.5859
reviewer,unexciting,3,-0.5859
reviewer,involution,4,-0.5859
reviewer,deceptive,47,-0.6369
reviewer,staggeringly,2,0.6369
reviewer,liberation,20,0.6369
reviewer,dismally,1,-0.6369
reviewer,suspicions,8,-0.5267
reviewer,bueno,4,0.5267
reviewer,cram,12,-0.5859
reviewer,impasse,2,-0.5859
reviewer,recalcitrance,12,-0.5859
reviewer,thriving,5,0.6369
reviewer,nagging,5,-0.5859
reviewer,gratefully,9,0.6369
reviewer,triumphs,1,0.6369
reviewer,remembers,4,0.2023
reviewer,expeditious,3,0.3818
reviewer,pep,56,0.29600000000000004
reviewer,innocent,21,0.5267
reviewer,conservatism,32,-0.29600000000000004
reviewer,resolute,3,0.5859
reviewer,controversially,9,-0.3818
reviewer,confront,14,-0.3818
reviewer,uplifting,2,0.6369
reviewer,fallacious,6,-0.6369
reviewer,baffling,11,-0.5859
reviewer,impending,11,-0.5859
reviewer,intelligible,25,0.3818
reviewer,saint,33,0.6369
reviewer,assuaged,7,0.3818
reviewer,antagonizes,27,-0.6369
reviewer,depressing,3,-0.6597
reviewer,fallacy,15,-0.6369
reviewer,strives,13,0.5267
reviewer,vividness,25,0.5267
reviewer,sympathize,16,0.3818
reviewer,naivete,1,-0.5267
reviewer,tempers,11,-0.29600000000000004
reviewer,provoked,19,-0.5267
reviewer,escalating,4,-0.5267
reviewer,failings,3,-0.5859
reviewer,harmonized,33,0.3818
reviewer,buoyance,2,0.5267
reviewer,complying,8,0.2023
reviewer,torn,13,-0.5267
reviewer,poverty,213,-0.6369
reviewer,wealthy,9,0.3818
reviewer,orderly,14,0.3818
reviewer,unimpressive,12,-0.5859
reviewer,lifelong,12,0.3818
reviewer,certitude,2,0.29600000000000004
reviewer,dismisses,8,-0.5267
reviewer,intruder,10,-0.6369
reviewer,heartfelt,4,0.6369
reviewer,condescending,4,-0.6369
reviewer,patronizing,5,-0.6369
reviewer,patronize,2,-0.5267
reviewer,parochial,1,-0.5859
reviewer,revolutionized,7,0.6369
reviewer,wellness,10,0.5859
reviewer,sugary,6,-0.3818
reviewer,overcrowding,9,-0.6369
reviewer,revolutions,4,0.2023
reviewer,misbehavior,2,-0.5859
reviewer,favourite,8,0.5267
reviewer,overambitious,2,-0.5859
reviewer,intervened,16,0.2023
reviewer,vent,42,-0.29600000000000004
reviewer,companions,6,0.3818
reviewer,aborted,22,-0.6369
reviewer,hinderance,8,-0.5267
reviewer,revive,6,0.5267
reviewer,ridiculous,12,-0.6369
reviewer,pretending,5,-0.5267
reviewer,casualty,5,-0.6369
reviewer,shines,12,0.5267
reviewer,revel,6,0.5859
reviewer,foibles,1,-0.29600000000000004
reviewer,annoyance,6,-0.5267
reviewer,spice,5,0.29600000000000004
reviewer,messed,16,-0.5859
reviewer,blatant,4,-0.6369
reviewer,apology,28,-0.29600000000000004
reviewer,needless,23,-0.5859
reviewer,guile,2,-0.5859
reviewer,tiresome,2,-0.5859
reviewer,sloppiness,10,-0.6369
reviewer,hyperactive,38,-0.5267
reviewer,outnumbered,6,-0.5267
reviewer,everlasting,2,0.5859
reviewer,turnaround,16,0.29600000000000004
reviewer,guilt,13,-0.6369
reviewer,purge,10,-0.5859
reviewer,lukewarm,2,-0.3818
reviewer,galore,5,0.5859
reviewer,privileged,22,-0.29600000000000004
reviewer,misguiding,5,-0.5859
reviewer,painstakingly,8,0.29600000000000004
reviewer,charity,10,0.5859
reviewer,stunted,13,-0.6369
reviewer,emblematic,7,0.2023
reviewer,educators,1,0.5267
reviewer,graciously,4,0.5859
reviewer,lousy,4,-0.6369
reviewer,ponderous,2,-0.3818
reviewer,astonished,11,0.6369
reviewer,overstimulation,6,-0.5859
reviewer,doubted,15,-0.3818
reviewer,thwarting,2,-0.5859
reviewer,reputable,20,0.5859
reviewer,truthful,9,0.6369
reviewer,frail,4,-0.5859
reviewer,oversells,8,-0.5859
reviewer,studiously,2,0.29600000000000004
reviewer,amateurish,1,-0.6369
reviewer,delve,38,0.2023
reviewer,unwind,12,0.3818
reviewer,antagonized,11,-0.6369
reviewer,undisputable,3,0.6369
reviewer,deflating,4,-0.5859
reviewer,penalise,1,-0.5859
reviewer,tampering,4,-0.6369
reviewer,diverting,8,0.29600000000000004
reviewer,absolves,1,-0.29600000000000004
reviewer,unforeseen,10,-0.3818
reviewer,rivals,5,-0.3818
reviewer,disruptor,8,-0.3818
reviewer,distressed,8,-0.6369
reviewer,outright,19,-0.3818
reviewer,heartily,6,0.5859
reviewer,unresponsive,27,-0.5859
reviewer,revamp,2,0.29600000000000004
reviewer,impressing,10,0.5267
reviewer,antidote,10,0.5859
reviewer,idealizing,1,-0.2023
reviewer,undiscovered,18,0.2023
reviewer,disproportionate,37,-0.5267
reviewer,distress,43,-0.6369
reviewer,violating,27,-0.6369
reviewer,neophobia,1,-0.6369
reviewer,insular,33,-0.5859
reviewer,dismissing,25,-0.5859
reviewer,punchy,4,0.3818
reviewer,stirred,38,0.29600000000000004
reviewer,seize,10,-0.29600000000000004
reviewer,frustrations,3,-0.5859
reviewer,shortchange,1,-0.5859
reviewer,giver,1,0.5267
reviewer,hindsight,27,-0.29600000000000004
reviewer,taming,3,-0.29600000000000004
reviewer,unbending,5,-0.3818
reviewer,vacations,2,0.5267
reviewer,eloquent,7,0.6369
reviewer,overrated,9,-0.6369
reviewer,pleasantness,7,0.5267
reviewer,punishments,2,-0.5859
reviewer,punishment,133,-0.5859
reviewer,hunger,49,-0.5267
reviewer,unpleasant,15,-0.5859
reviewer,repaid,1,-0.2023
reviewer,desperately,8,-0.6369
reviewer,dysphoric,1,-0.6369
reviewer,inappropriateness,9,-0.5859
reviewer,dismissal,12,-0.5859
reviewer,amiable,2,0.5859
reviewer,valorization,17,0.29600000000000004
reviewer,gratifyingly,3,0.5859
reviewer,agreeable,10,0.5267
reviewer,repellent,4,-0.6369
reviewer,worsened,22,-0.6369
reviewer,inaction,10,-0.5859
reviewer,contemplating,7,0.2023
reviewer,frightening,2,-0.6369
reviewer,mindful,13,0.5267
reviewer,obeyed,10,-0.2023
reviewer,holidays,12,0.5859
reviewer,gatekeeper,21,-0.3818
reviewer,ugly,7,-0.6369
reviewer,discouraging,10,-0.5859
reviewer,critic,18,-0.3818
reviewer,reinstate,6,0.3818
reviewer,pout,8,-0.3818
reviewer,gory,2,-0.6369
reviewer,tenacious,1,0.5859
reviewer,diffidence,1,-0.5859
reviewer,paralysis,22,-0.6369
reviewer,unmask,10,-0.3818
reviewer,unmasking,9,-0.29600000000000004
reviewer,paralysed,2,-0.6369
reviewer,froze,6,-0.5267
reviewer,aftertaste,1,-0.29600000000000004
reviewer,inacceptable,5,-0.6369
reviewer,selfishly,5,-0.6369
reviewer,boredom,4,-0.5859
reviewer,healed,18,0.5859
reviewer,avidly,5,0.3818
reviewer,rested,11,0.3818
reviewer,laudatory,2,0.6369
reviewer,elegancy,4,0.5859
reviewer,stoke,10,-0.3818
reviewer,dogmatic,9,-0.6369
reviewer,aesthetically,14,0.3818
reviewer,cultivating,4,0.5267
reviewer,indisputable,14,0.6369
reviewer,depreciate,2,-0.5267
reviewer,incoherence,25,-0.5859
reviewer,privileges,5,-0.29600000000000004
reviewer,recklessly,1,-0.6369
reviewer,stumbled,8,-0.3818
reviewer,brave,10,0.5859
reviewer,slim,37,0.2023
reviewer,meandering,20,-0.29600000000000004
reviewer,ludicrous,3,-0.6369
reviewer,sincerity,1,0.5859
reviewer,obstruct,8,-0.5859
reviewer,curt,3,-0.5859
reviewer,burned,200,-0.5859
reviewer,disastrous,4,-0.6808
reviewer,dowdy,3,-0.5859
reviewer,endeavours,7,0.3818
reviewer,revolutionary,34,0.6369
reviewer,obligingly,1,0.3818
reviewer,unrelenting,1,-0.5267
reviewer,fooled,2,-0.5859
reviewer,exacting,4,-0.3818
reviewer,resented,5,-0.6369
reviewer,aggravation,4,-0.5859
reviewer,outshine,1,0.5859
reviewer,invent,14,0.5267
reviewer,engulfment,92,-0.5859
reviewer,cruelty,1,-0.6808
reviewer,revelatory,4,0.5859
reviewer,inextinguishable,1,0.5859
reviewer,justifiably,13,0.3818
reviewer,languished,1,-0.5859
reviewer,awakens,1,0.3818
reviewer,ritualistic,1,-0.29600000000000004
reviewer,forceful,12,0.3818
reviewer,omnipotence,1,0.29600000000000004
reviewer,discoverer,15,0.5267
reviewer,overreliance,7,-0.5859
reviewer,misperception,5,-0.5267
reviewer,disadvantaged,18,-0.5859
reviewer,sparked,10,0.29600000000000004
reviewer,overcorrection,4,-0.3818
reviewer,awakening,7,0.5267
reviewer,crashed,7,-0.6369
reviewer,antagonising,3,-0.6369
reviewer,puzzlingly,6,-0.29600000000000004
reviewer,lapses,21,-0.3818
reviewer,climactic,2,0.5859
reviewer,sins,4,-0.6369
reviewer,escalation,19,-0.5267
reviewer,corrode,1,-0.6369
reviewer,resurge,4,0.5267
reviewer,erupt,5,-0.5859
reviewer,erupting,9,-0.5859
reviewer,intrude,2,-0.5859
reviewer,resurgent,18,0.5267
reviewer,cogently,4,0.5859
reviewer,conscientiously,12,0.5267
reviewer,testified,3,0.2023
reviewer,audacity,1,-0.5267
reviewer,foolish,2,-0.6369
reviewer,compulsive,16,-0.5267
reviewer,inhibitions,10,-0.3818
reviewer,underplayed,8,-0.29600000000000004
reviewer,thrilled,5,0.6369
reviewer,intrigues,3,0.29600000000000004
reviewer,impunity,2,-0.6369
reviewer,meritorious,12,0.6369
reviewer,squirming,1,-0.5267
reviewer,owe,8,-0.29600000000000004
reviewer,strangeness,4,-0.29600000000000004
reviewer,simper,8,-0.5859
reviewer,serendipity,9,0.6369
reviewer,accomplishes,13,0.3818
reviewer,unconcerned,2,-0.3818
reviewer,sunset,7,0.3818
reviewer,insinuations,1,-0.5859
reviewer,stubborn,4,-0.5267
reviewer,refusal,10,-0.5859
reviewer,flaunt,1,-0.5267
reviewer,suspiciously,14,-0.5267
reviewer,cooperates,36,0.5267
reviewer,unadulterated,1,0.5859
reviewer,succesfull,4,0.6369
reviewer,corrosive,31,-0.6369
reviewer,undercut,34,-0.5859
reviewer,gorgeous,13,0.6369
reviewer,believer,2,0.3818
reviewer,monster,2,-0.6369
reviewer,scare,8,-0.5859
reviewer,conquering,3,0.5859
reviewer,sympathise,5,0.3818
reviewer,gritty,4,0.3818
reviewer,defending,10,0.29600000000000004
reviewer,defenseless,1,-0.6369
reviewer,suicide,38,-0.6808
reviewer,guts,37,0.29600000000000004
reviewer,desensitize,8,-0.5267
reviewer,politely,5,0.3818
reviewer,palliative,5,-0.29600000000000004
reviewer,supplant,8,-0.5267
reviewer,anticipatory,59,0.3818
reviewer,finicky,3,-0.5267
reviewer,nourished,3,0.5859
reviewer,nadir,30,-0.6369
reviewer,animosity,1,-0.6369
reviewer,invading,50,-0.6369
reviewer,combative,2,-0.5859
reviewer,easing,6,0.29600000000000004
reviewer,invalidated,17,-0.6369
reviewer,quixotic,1,-0.29600000000000004
reviewer,reckless,3,-0.6369
reviewer,deadliest,2,-0.6808
reviewer,sensationalism,1,-0.6369
reviewer,overexploitation,5,-0.6369
reviewer,endangerment,3,-0.6369
reviewer,downgraded,4,-0.5859
reviewer,persecution,4,-0.6597
reviewer,vigil,3,-0.29600000000000004
reviewer,perpetrated,3,-0.6369
reviewer,precautionary,6,0.2023
reviewer,pets,4,0.5267
reviewer,persecuted,2,-0.6369
reviewer,shortfall,19,-0.5859
reviewer,melodious,1,0.5859
reviewer,hunted,8,-0.6369
reviewer,laudably,5,0.5859
reviewer,extol,1,0.6369
reviewer,surging,5,0.5267
reviewer,taxing,6,-0.5859
reviewer,tired,10,-0.5267
reviewer,penalization,9,-0.5267
reviewer,dissonant,11,-0.5267
reviewer,rash,16,-0.5859
reviewer,jeopardizing,3,-0.5859
reviewer,crushed,21,-0.6369
reviewer,elated,2,0.6369
reviewer,hobbyist,3,0.29600000000000004
reviewer,coarseness,7,-0.5859
reviewer,burdened,3,-0.5859
reviewer,nausea,5,-0.6369
reviewer,unscientific,13,-0.6369
reviewer,stagnate,1,-0.5859
reviewer,stagnation,15,-0.6369
reviewer,fosters,13,0.5267
reviewer,incarcerated,29,-0.6369
reviewer,offenders,6,-0.6369
reviewer,harmfulness,3,-0.6369
reviewer,offender,15,-0.6369
reviewer,incarceration,2,-0.6369
reviewer,constricting,11,-0.5859
reviewer,antisocial,19,-0.6369
reviewer,astray,7,-0.5267
reviewer,crimes,1,-0.6369
reviewer,loved,13,0.6369
reviewer,surpassed,18,0.5859
reviewer,optimistically,5,0.5267
reviewer,unachievable,3,-0.6369
reviewer,miracle,3,0.6369
reviewer,unrivaled,3,0.6369
reviewer,unrest,13,-0.6369
reviewer,agitation,22,-0.5859
reviewer,cultivate,9,0.5267
reviewer,insulting,2,-0.6369
reviewer,meticulousness,1,0.5859
reviewer,inequity,11,-0.6369
reviewer,averse,12,-0.5267
reviewer,extortionate,4,-0.6369
reviewer,disciplined,4,0.5859
reviewer,renounce,2,-0.5859
reviewer,extortion,11,-0.6808
reviewer,disciplining,3,-0.29600000000000004
reviewer,generosity,17,0.6369
reviewer,retreated,10,-0.3818
reviewer,congratulation,12,0.6369
reviewer,resists,8,-0.3818
reviewer,misconstrue,3,-0.5267
reviewer,unpolished,3,-0.3818
reviewer,substandard,14,-0.6369
reviewer,sarcastic,3,-0.5267
reviewer,tinge,1,-0.2023
reviewer,astute,9,0.5859
reviewer,speedy,9,0.3818
reviewer,baseless,6,-0.6369
reviewer,overemphasized,8,-0.5859
reviewer,direly,3,-0.6369
reviewer,nightmare,8,-0.6369
reviewer,unleashing,2,0.3818
reviewer,decisively,15,0.3818
reviewer,skeptic,9,-0.29600000000000004
reviewer,egocentric,23,-0.5859
reviewer,shocking,22,-0.6369
reviewer,joyed,1,0.5859
reviewer,moody,10,-0.5267
reviewer,insults,16,-0.6369
reviewer,unsafe,9,-0.6369
reviewer,heroes,1,0.6369
reviewer,crises,11,-0.6369
reviewer,wartime,1,-0.5859
reviewer,refugee,3,-0.5267
reviewer,atrocities,1,-0.6808
reviewer,refugees,2,-0.5859
reviewer,duress,1,-0.6369
reviewer,oleaginous,2,-0.6369
reviewer,truthfully,10,0.3818
reviewer,resent,10,-0.5859
reviewer,wow,16,0.5859
reviewer,brutal,7,-0.6369
reviewer,hack,20,-0.3818
reviewer,dance,16,0.29600000000000004
reviewer,repay,1,0.29600000000000004
reviewer,poetic,4,0.5859
reviewer,affirmation,26,0.5267
reviewer,demean,3,-0.6369
reviewer,obliterate,4,-0.6369
reviewer,inflexibility,5,-0.5859
reviewer,grappled,3,-0.29600000000000004
reviewer,insane,1,-0.6369
reviewer,standout,6,0.5267
reviewer,reasonability,1,0.3818
reviewer,intimacy,1,0.5267
reviewer,opportunism,1,-0.5267
reviewer,fuss,2,-0.3818
reviewer,horrific,1,-0.6808
reviewer,misplacement,6,-0.5267
reviewer,bothering,5,-0.3818
reviewer,lucidity,14,0.5859
reviewer,celebrated,5,0.6369
reviewer,problematical,2,-0.5267
reviewer,devitalized,4,-0.6369
reviewer,skilful,8,0.5859
reviewer,counterfeit,9,-0.6369
reviewer,allegations,3,-0.6369
reviewer,sceptics,2,-0.29600000000000004
reviewer,rooting,34,0.3818
reviewer,innovate,8,0.5859
reviewer,unresolvable,2,-0.6369
reviewer,incompetent,14,-0.6369
reviewer,ecstatically,1,0.6369
reviewer,plea,3,-0.29600000000000004
reviewer,embarrassed,7,-0.5267
reviewer,unorganized,3,-0.5267
reviewer,glow,10,0.5267
reviewer,detoxify,3,0.5267
reviewer,rebounded,6,0.3818
reviewer,malformations,25,-0.6369
reviewer,derailed,2,-0.6369
reviewer,fantastically,2,0.6369
reviewer,resolutely,4,0.5267
reviewer,misapplication,4,-0.5859
reviewer,appease,4,-0.29600000000000004
reviewer,believability,5,0.3818
reviewer,unwilling,8,-0.5859
reviewer,journey,16,0.3818
reviewer,welcoming,5,0.5859
reviewer,uniting,5,0.5859
reviewer,futility,4,-0.6369
reviewer,compassionate,2,0.6369
reviewer,mastered,14,0.5859
reviewer,luxury,8,0.3818
reviewer,stunningly,2,0.6369
reviewer,fraternity,2,0.29600000000000004
reviewer,rude,2,-0.6369
reviewer,flimsy,12,-0.5859
reviewer,fireworks,1,0.5267
reviewer,attentiveness,2,0.5267
reviewer,overreaching,25,-0.5267
reviewer,blistering,9,-0.5859
reviewer,skillful,30,0.5859
reviewer,contemplate,11,0.29600000000000004
reviewer,affirming,11,0.5859
reviewer,unravelling,26,-0.29600000000000004
reviewer,setbacks,11,-0.5859
reviewer,earned,7,0.3818
reviewer,stillbirth,3,-0.6808
reviewer,stunned,2,-0.5859
reviewer,treason,1,-0.6808
reviewer,pleads,2,-0.3818
reviewer,noxious,91,-0.6369
reviewer,devotes,5,0.3818
reviewer,easiness,4,0.29600000000000004
reviewer,reactionary,1,-0.6369
reviewer,fascinated,8,0.6369
reviewer,reaffirming,1,0.3818
reviewer,freewheeling,1,0.3818
reviewer,forthright,7,0.5267
reviewer,assiduous,2,0.5859
reviewer,recession,12,-0.6369
reviewer,malnutrition,45,-0.6369
reviewer,famine,7,-0.6808
reviewer,inept,3,-0.6369
reviewer,underdevelopment,2,-0.6369
reviewer,cosmopolitanism,3,0.3818
reviewer,cultivates,1,0.5267
reviewer,diva,14,0.29600000000000004
reviewer,enlightenment,5,0.6369
reviewer,slender,23,0.29600000000000004
reviewer,counteractive,2,-0.29600000000000004
reviewer,candidly,5,0.29600000000000004
reviewer,diabolic,1,-0.6808
reviewer,annoyingly,5,-0.5859
reviewer,alarmingly,3,-0.6369
reviewer,awry,7,-0.5859
reviewer,reparative,9,0.3818
reviewer,invigorated,4,0.5859
reviewer,rejuvenate,8,0.5859
reviewer,refreshingly,10,0.5267
reviewer,retort,2,-0.29600000000000004
reviewer,partnership,12,0.3818
reviewer,weary,5,-0.5859
reviewer,demonize,1,-0.6369
reviewer,livelihood,11,0.29600000000000004
reviewer,clandestine,2,-0.5267
reviewer,unfixable,1,-0.6369
reviewer,livelihoods,8,0.2023
reviewer,propaganda,1,-0.6369
reviewer,abruptness,5,-0.5267
reviewer,reinstated,27,0.3818
reviewer,immersive,3,0.5859
reviewer,prosaic,3,-0.5267
reviewer,vagabonds,3,-0.5859
reviewer,protest,7,-0.3818
reviewer,luminous,6,0.5859
reviewer,stupendous,1,0.6369
reviewer,misgiving,1,-0.5267
reviewer,influencer,6,0.2023
reviewer,undernutrition,8,-0.6369
reviewer,undernourished,4,-0.6369
reviewer,conscientiousness,1,0.5859
reviewer,infestation,9,-0.6369
reviewer,infested,6,-0.6369
reviewer,qualms,8,-0.5859
reviewer,conservativeness,2,-0.29600000000000004
reviewer,remedies,8,0.29600000000000004
reviewer,impoverished,8,-0.6369
reviewer,revived,9,0.5267
reviewer,debating,5,0.2023
reviewer,unjustifiably,4,-0.6369
reviewer,hideous,1,-0.6808
reviewer,drowning,4,-0.6369
reviewer,invalidation,13,-0.5859
reviewer,harmonizer,2,0.3818
reviewer,tinkering,9,0.2023
reviewer,frustratingly,11,-0.5859
reviewer,nirvana,2,0.6369
reviewer,cries,9,-0.5267
reviewer,reignite,2,0.3818
reviewer,reconnection,178,0.29600000000000004
reviewer,freeing,4,0.5859
reviewer,perish,2,-0.6369
reviewer,headache,7,-0.5267
reviewer,martinet,3,-0.5859
reviewer,directness,7,0.2023
reviewer,ally,5,0.5267
reviewer,opportunists,3,-0.5859
reviewer,gracious,2,0.5859
reviewer,naivety,3,-0.5267
reviewer,overburden,8,-0.5859
reviewer,affliction,1,-0.6369
reviewer,adventurer,2,0.3818
reviewer,literate,7,0.5267
reviewer,effortful,12,-0.2023
reviewer,courteous,5,0.5859
reviewer,relatable,5,0.5267
reviewer,icebreaker,1,0.3818
reviewer,insinuates,11,-0.3818
reviewer,caring,8,0.6369
reviewer,indispensible,4,0.6369
reviewer,eradicated,7,-0.6369
reviewer,reveled,4,0.5859
reviewer,disturbingly,6,-0.6369
reviewer,uproot,1,-0.5859
reviewer,uprooted,1,-0.5859
reviewer,disrespectful,4,-0.6369
